auction_id;auction_name;auction_country;country_isocode;startdate;closedate;onlinedate;is_private;is_active;is_homedelivery;is_public;open_for_bidding;is_closed;sourcing_company
45179;Dagaanbiedingen dinsdagavond;Netherlands;nl;2020-01-13;2020-01-14;;0;0;1;;0;1;3rdpartydailyspecials
45849;Muziekinstrumenten, geluidsapparatuur en meubilair te Heythuysen;Netherlands;nl;2020-02-03;2020-02-20;;0;0;0;;0;1;bva
43517;GEANNULEERD -       Huizen, Simone de Beauvoirlaan  28;Netherlands;nl;2020-01-21;2020-01-21;;0;1;0;;0;1;nvv
44651;Tafels voor binnen en buiten en partij hout te Soest (AP van Doorn Holding BV);Netherlands;nl;2019-12-18;2020-01-06;;0;0;0;;0;1;bva
45767;Boxsprings;Netherlands;nl;2020-02-13;2020-02-20;;0;0;1;;0;1;bva
45676;Fitness en sportkleding;Netherlands;nl;2020-02-20;2020-02-27;;0;0;1;;0;1;bva
46039;Partij kantoormeubilair (Domeinen Roerende Zaken) Haulerwijk;Netherlands;nl;2020-02-06;2020-02-18;;0;0;0;;0;1;bva
45593;Showroom keukenapparatuur te Bemmel;Netherlands;nl;2020-01-27;2020-02-06;;0;0;0;;0;1;bva
38138;Luxury jewels and watches;Netherlands;nl;2019-12-31;2020-01-05;;0;0;1;;0;1;art
44483;UITGESTELD -       Rotterdam, Rietdekkerweg 122;Netherlands;nl;2020-01-16;2020-01-16;;0;1;0;;0;1;nvv
44794;Gereedschap voor de vakman en doe-het-zelver van o.a. Makita, DeWalt & Bosch;Netherlands;nl;2020-01-05;2020-01-11;;0;0;1;;0;1;bva
45254;Dagaanbiedingen dinsdagavond;Netherlands;nl;2020-01-20;2020-01-21;;0;0;1;;0;1;3rdpartydailyspecials
45591;Leiden (wk07) Parket-, laminaat en kurkvloeren (Dropshipment Calitex);Netherlands;nl;2020-01-31;2020-02-06;;0;0;0;;0;1;bva
45603;GEANNULEERD K (Bezorgveiling) Buybay Consumentengoederen (Toplots);Netherlands;nl;2020-02-12;2020-02-12;;0;1;1;;0;1;bva
46157;Besselink verlichting;Netherlands;nl;2020-02-15;2020-02-27;;0;0;1;;0;1;bva
45320;Retourgoederen van o.a. Dyson, Krups & Kärcher te Waalre;Netherlands;nl;2020-02-19;2020-02-26;;0;0;0;;0;1;bva
45562;Posters en zeefdrukken;Netherlands;nl;2020-02-11;2020-02-18;;0;0;1;;0;1;art
44416;Boxsprings;Netherlands;nl;2020-01-02;2020-01-09;;0;0;1;;0;1;bva
45930;Personen- en bedrijfsauto’s te Beers;Netherlands;nl;2020-01-30;2020-02-10;;0;0;0;;0;1;bva
45613;Faillissement NL Onsite B.V. te Amsterdam;Netherlands;nl;2020-01-17;2020-01-22;;0;0;0;;0;1;bva
45008;Partijen led verlichting;Netherlands;nl;2020-01-15;2020-01-19;;0;0;1;;0;1;bva
45828;Kleding, horloges en schoenen voor dames van o.a. Versace Jeans, O'Neill, Regatta en Tommy Hilfiger;Netherlands;nl;2020-02-18;2020-02-23;;0;0;1;;0;1;bva
43503;Den Haag, Kattestaartveld 35;Netherlands;nl;2020-01-21;2020-01-21;;0;1;0;;0;1;nvv
44496;ONDERHANDS VERKOCHT -       Leeuwarden, Kalverdijkje 77c;Netherlands;nl;2020-02-20;2020-02-20;;0;0;0;;0;1;bog
45690;BVAG5721 MS 20400040218 RVB 60 metalen bedden met ieder 2 lades per bed te Overberg (Domeinen Roerende Zaken);Netherlands;nl;2020-01-23;2020-01-29;;0;0;0;;0;1;bva
45513;Porsches te Boxmeer;Netherlands;nl;2020-01-23;2020-02-03;;0;0;0;;0;1;bva
45674;Fitness en sportkleding;Netherlands;nl;2020-02-06;2020-02-13;;0;0;1;;0;1;bva
45845;Dagaanbiedingen woensdagavond;Netherlands;nl;2020-02-18;2020-02-19;;0;0;1;;0;1;3rdpartydailyspecials
45227;Defensiegoederen (Domeinen Roerende Zaken) te Amersfoort;Netherlands;nl;2020-01-13;2020-01-20;;0;0;0;;0;1;bva
44953;Fitness en sportkleding;Netherlands;nl;2020-01-09;2020-01-16;;0;0;1;;0;1;bva
45438;Faillissement Bouwsteen Handelsonderneming te Zwaag;Netherlands;nl;2020-01-24;2020-02-17;;0;0;0;;0;1;bva
44987;Dagaanbiedingen zondagmiddag;Netherlands;nl;2020-01-11;2020-01-12;;0;0;1;;0;1;3rdpartydailyspecials
45298;Vincere Groep BV te Venlo;Netherlands;nl;2020-01-10;2020-01-22;;0;0;0;;0;1;bva
45522;Luxe horloges w.o. Seiko, Cartier, Maurice Lacroix & Breitling;Netherlands;nl;2020-02-21;2020-02-27;;0;0;1;;0;1;art
45555;Postzegel verzamelingen;Netherlands;nl;2020-01-23;2020-01-30;;0;0;1;;0;1;art
45790;Sanitair en attracties;Netherlands;nl;2020-02-06;2020-02-13;;0;0;1;;0;1;bva
44945;Zonnepanelen, omvormers t.b.v. zonnepanelen en aluminium steigermateriaal te Overloon;Netherlands;nl;2020-01-31;2020-02-11;;0;0;0;;0;1;bva
45048;Alles voor de doe-het-zelver;Netherlands;nl;2020-01-21;2020-01-29;;0;0;1;;0;1;bva
45374;Posters;Netherlands;nl;2020-01-16;2020-01-23;;0;0;1;;0;1;art
45507;Camper Chausson Flash 11 te Amersfoort;Netherlands;nl;2020-01-16;2020-01-27;;0;1;0;;0;1;bva
46005;Dagaanbiedingen maandagmiddag;Netherlands;nl;2020-02-23;2020-02-24;;0;0;1;;0;1;3rdpartydailyspecials
45096;Apple producten, laptops en ICT;Netherlands;nl;2019-12-31;2020-01-05;;0;0;1;;0;1;bva
44818;UITGESTELD -       Rotterdam, Hongkongstraat  74;Netherlands;nl;2020-01-21;2020-01-21;;0;0;0;;0;1;bog
44557;ONDERHANDS VERKOCHT -       Lelystad, Zuiveringweg 64, 66 en 68;Netherlands;nl;2020-02-20;2020-02-20;;0;1;0;;0;1;bog
45488;Partij volglazen systeemwanden met metalen profielen en gesloten plafondhoge deuren (Domeinen Roerende Zaken) Vinkeveen;Netherlands;nl;2020-01-14;2020-01-20;;0;0;0;;0;1;bva
45046;Retourgoederen van o.a. Kitchenaid, Dirtdevil & Philips;Netherlands;nl;2020-01-23;2020-01-30;;0;0;1;;0;1;bva
45221;Retourgoederen van o.a. Hartman, Nespresso & Kärcher te Hillegom;Netherlands;nl;2020-02-08;2020-02-14;;0;0;0;;0;1;bva
45670;Dagaanbiedingen donderdagavond;Netherlands;nl;2020-02-12;2020-02-13;;0;0;1;;0;1;3rdpartydailyspecials
45328;Design- en kantoormeubilair te Rotterdam;Netherlands;nl;2020-01-08;2020-01-14;;0;0;0;;0;1;bva
45579;Consumentengoederen van o.a. Porsche, Seadoo en Kingsbridge te Venlo;Netherlands;nl;2020-02-22;2020-02-29;;0;0;0;;0;1;bva
44915;Sanitair en tegels (1/2) te Schiedam;Netherlands;nl;2020-01-03;2020-01-11;;0;0;0;;0;1;bva
44918;Sanitair en tegels te Schiedam (2/2);Netherlands;nl;2020-02-07;2020-02-16;;0;0;0;;0;1;bva
44727;Bouwmateriaal en -materieel, rollend materiaal &  gereedschap te Geesteren;Netherlands;nl;2019-12-25;2020-01-06;;0;0;0;;0;1;bva
45088;Boxsprings, matrassen en bedden;Netherlands;nl;2019-12-25;2020-01-02;;0;0;1;;0;1;bva
45667;Dagaanbiedingen zaterdagavond;Netherlands;nl;2020-02-14;2020-02-15;;0;0;1;;0;1;3rdpartydailyspecials
45194;Alles voor Sanitair;Netherlands;nl;2020-02-17;2020-02-24;;0;0;1;;0;1;bva
45076;Sanitair te Nederweert;Netherlands;nl;2019-12-30;2020-01-09;;0;0;0;;0;1;bva
45405;Alles voor onderweg/hobbyist;Netherlands;nl;2020-02-08;2020-02-16;;0;0;1;;0;1;bva
45662;Dagaanbiedingen vrijdagavond;Netherlands;nl;2020-02-13;2020-02-14;;0;0;1;;0;1;3rdpartydailyspecials
44944;Aluminium steigers, zonnepanelen en omvormers t.b.v. zonnepanelen te Overloon (Nexttrade);Netherlands;nl;2020-01-17;2020-01-28;;0;0;0;;0;1;bva
45470;Dagaanbiedingen donderdagmiddag;Netherlands;nl;2020-02-05;2020-02-06;;0;0;1;;0;1;3rdpartydailyspecials
45996;Faillissementsgoederen te Amersfoort;Netherlands;nl;2020-02-17;2020-02-24;;0;0;0;;0;1;bva
45104;Design meubilair en verlichting te Amstelveen;Netherlands;nl;2019-12-24;2020-01-02;;0;0;0;;0;1;bva
47685;Preview Q;Netherlands;nl;2020-01-01;2020-01-02;;0;1;0;;0;1;bva
44093;ONDERHANDS VERKOCHT -       Zwaag, Wierdijk 76;Netherlands;nl;2020-02-18;2020-02-18;;0;1;0;;0;1;nvv
46001;Dagaanbiedingen dinsdagavond;Netherlands;nl;2020-02-24;2020-02-25;;0;0;1;;0;1;3rdpartydailyspecials
46026;Faillissement Arjaa's Italian Food B.V. te Rotterdam;Netherlands;nl;2020-02-10;2020-02-17;;0;0;0;;0;1;bva
44325;K SESSA C 52 (Schipveiling.nl);Netherlands;nl;2020-01-01;2020-01-15;;0;1;0;;0;1;bva
45450;Bouwmateriaal en -materieel, rollend materiaal, gereedschap te Geesteren (ToLo Trading);Netherlands;nl;2020-02-15;2020-02-26;;0;0;0;;0;1;bva
45608;Goederen afkomstig uit verschillende faillissementen te Someren;Netherlands;nl;2020-01-24;2020-02-04;;0;0;0;;0;1;bva
44939;Socata TBM-850 Turboprop vliegtuig (Domeinen Roerende Zaken);Netherlands;nl;2019-12-23;2020-02-10;;0;0;0;;0;1;bva
45827;Kleding, horloges en schoenen voor dames van o.a. Bjorn Borg, O'Neill, Regatta en Tommy Hilfiger;Netherlands;nl;2020-02-11;2020-02-16;;0;0;1;;0;1;bva
44576;Youngtimers & specials te Uithoorn;Netherlands;nl;2019-12-12;2020-01-07;;0;0;0;;0;1;bva
46114;Executie slotveiling te Uden;Netherlands;nl;2020-02-07;2020-02-13;;0;0;0;;0;1;bva
45422;GEANNULEERD -       Emmen, Hagedoorn 42;Netherlands;nl;2020-02-19;2020-02-19;;0;1;0;;0;1;nvv
46271;Apple producten, laptops en ICT;Netherlands;nl;2020-02-25;2020-03-01;;0;0;1;;0;1;bva
44949;K RINKER 300 EXPRESS CRUISER (Schipveiling.nl);Netherlands;nl;2020-02-06;2020-02-13;;0;1;0;;0;1;bva
46002;Dagaanbiedingen woensdagavond;Netherlands;nl;2020-02-25;2020-02-26;;0;0;1;;0;1;3rdpartydailyspecials
43949;GEGUND t Harde, Travertin 17;Netherlands;nl;2020-02-11;2020-02-11;;0;1;0;;0;1;nvv
45784;The daily vintage market (wed);Netherlands;nl;2020-02-05;2020-02-12;;0;0;1;;0;1;art
45413;Horeca Outlet te Zevenbergen;Netherlands;nl;2020-01-14;2020-01-22;;0;0;0;;0;1;bva
45275;Luxury jewels and watches;Netherlands;nl;2020-01-08;2020-01-16;;0;0;1;;0;1;art
45334;Winterkleding en schoenen met o.a. Under Armour, Fila, Dare2B en Regatta;Netherlands;nl;2020-02-11;2020-02-15;;0;0;1;;0;1;bva
44858;Rustic land Cortijo de Los Alamos in San Roque, Cádiz (Spain);Netherlands;nl;2020-01-24;2020-02-25;;0;0;0;;0;1;bva
43575;GEGUND Steenwijk, De Rikking  26;Netherlands;nl;2020-01-24;2020-01-24;;0;0;0;;0;1;nvv
45939;Schilderijen, tekeningen en grafiek uit diverse bedrijfscollecties;Netherlands;nl;2020-02-21;2020-03-01;;0;0;0;;0;1;art
45256;(Bezorgveiling) Dagaanbiedingen donderdagavond (wk04) (Daily Specials);Netherlands;nl;2020-01-22;2020-01-23;;0;0;1;;0;1;3rdpartydailyspecials
45650;Used Jewels and Watches;Netherlands;nl;2020-02-18;2020-02-27;;0;0;1;;0;1;art
44891;Partijen hout & ijzer en aggregaten te Zaandam;Netherlands;nl;2020-02-10;2020-02-24;;0;0;0;;0;1;bva
45705;K BU5 - Vroom;Netherlands;nl;2020-02-09;2020-02-16;;0;1;1;;0;1;art
44468;Goede doelen veiling - ‘Paulien van Deutekom Foundation’;Netherlands;nl;2020-01-10;2020-01-19;;0;0;1;;0;1;bva
44888;Bestratingsmaterialen;Netherlands;nl;2020-02-15;2020-02-24;;0;0;1;;0;1;bva
45799;Munten collecties;Netherlands;nl;2020-02-05;2020-02-16;;0;0;1;;0;1;art
45967;Kantoorinventaris en Xerox printers (Domeinen Roerende Zaken) Amersfoort;Netherlands;nl;2020-02-07;2020-02-10;;0;0;0;;0;1;bva
44808;30m Mooring in Marina de Sotogrande te San Roque (Spain);Netherlands;nl;2020-01-17;2020-02-18;;0;0;0;;0;1;bva
44979;Dagaanbiedingen vrijdagavond;Netherlands;nl;2020-01-09;2020-01-10;;0;0;1;;0;1;3rdpartydailyspecials
44852;Residencial plot Mar de la Maestranza in Marbella, Málaga (Spain);Netherlands;nl;2020-01-24;2020-02-25;;0;0;0;;0;1;bva
45236;PVC en laminaatvloeren te Utrecht;Netherlands;nl;2020-02-06;2020-02-13;;0;0;0;;0;1;bva
45232;Hekwerk, carports en bomen veiling;Netherlands;nl;2020-01-18;2020-01-27;;0;0;0;;0;1;bva
46346;Personen- en bedrijfsauto’s te Geldrop;Netherlands;nl;2020-02-19;2020-02-26;;0;0;0;;0;1;bva
45560;Zeefdrukken en wanddecoratie;Netherlands;nl;2020-02-03;2020-02-10;;0;0;1;;0;1;art
45115;BVA Top Lots - Retourgoederen van o.a. Asus, Apple, Nokia & Wiko;Netherlands;nl;2020-01-10;2020-01-14;;0;0;1;;0;1;bva
46187;Magazijn opruiming stoelen en tafels te Utrecht;Netherlands;nl;2020-02-18;2020-02-23;;0;0;0;;0;1;bva
44046;GEANNULEERD -       Nieuwleusen, Burgemeester Mulderlaan 8;Netherlands;nl;2020-01-30;2020-01-30;;0;1;0;;0;1;bog
45404;Alles voor onderweg/hobbyist;Netherlands;nl;2020-01-25;2020-02-02;;0;0;1;;0;1;bva
45816;Vintage en design meubilair te IJmuiden (Eemspoort Trade BV);Netherlands;nl;2020-02-18;2020-02-29;;0;0;0;;0;1;bva
44995;Motoren en Scooters te Leiden;Netherlands;nl;2020-02-13;2020-02-19;;0;0;0;;0;1;bva
45255;Dagaanbiedingen woensdagavond;Netherlands;nl;2020-01-21;2020-01-22;;0;0;1;;0;1;3rdpartydailyspecials
45729;Kantoorinventaris, ICT benodigdheden te Leiden (Viginti BV);Netherlands;nl;2020-01-31;2020-02-11;;0;0;0;;0;1;bva
46079;Campers en Caravans te Apeldoorn;Netherlands;nl;2020-02-17;2020-02-24;;0;0;0;;0;1;bva
45635;Douglas en tuinhout te Hardenberg;Netherlands;nl;2020-02-07;2020-02-13;;0;0;0;;0;1;bva
43385;Sanitair;Netherlands;nl;2020-01-06;2020-01-13;;0;0;1;;0;1;bva
44881;Dagaanbiedingen zondagmiddag;Netherlands;nl;2020-01-04;2020-01-05;;0;0;1;;0;1;3rdpartydailyspecials
45671;Elektronica en Gadgets;Netherlands;nl;2020-02-04;2020-02-11;;0;0;1;;0;1;bva
45448;Kantoorgoederen, magazijninrichting en  logistiek te Groningen;Netherlands;nl;2020-01-20;2020-02-03;;0;0;0;;0;1;bva
37598;BU5 - SNS;Netherlands;nl;2020-01-09;2020-01-16;;0;0;1;;0;1;art
45130;BVA Top Lots - Retourgoederen van o.a. HP, Lenovo, Nokia & Google;Netherlands;nl;2020-01-25;2020-01-30;;0;0;1;;0;1;bva
45537;Apple producten, laptops en ICT;Netherlands;nl;2020-02-04;2020-02-09;;0;0;1;;0;1;bva
43275;Alles voor onderweg/hobbyist;Netherlands;nl;2020-01-11;2020-01-19;;0;0;1;;0;1;bva
44863;GEANNULEERD -       Herwen, Polderdijk 73b;Netherlands;nl;2020-01-15;2020-01-15;;0;1;0;;0;1;nvv
45145;K BU5 - SNS;Netherlands;nl;2020-01-06;2020-01-12;;0;1;1;;0;1;bva
45935;Luxury Jewels;Netherlands;nl;2020-02-17;2020-02-24;;0;0;1;;0;1;art
45476;Horeca inventaris en apparatuur te Veldhoven;Netherlands;nl;2020-01-27;2020-02-10;;0;0;0;;0;1;bva
44764;K BU5 - VCC;Netherlands;nl;2019-12-26;2020-01-02;;0;1;1;;0;1;art
45618;Gereedschap en consumentengoederen van o.a. Schmelzer, Kawakenki en Herenthal te Valkenswaard;Netherlands;nl;2020-02-08;2020-02-18;;0;0;0;;0;1;bva
45052;Bouwmaterialen & doe het zelf artikelen te Leiden;Netherlands;nl;2020-01-18;2020-01-23;;0;0;0;;0;1;bva
45443;ATLAS TEST TEST DATE;Netherlands;nl;2020-02-01;2020-03-01;;0;1;0;;0;1;bva
45102;Woonmeubilair te s-Heerenberg;Netherlands;nl;2020-01-03;2020-01-12;;0;0;0;;0;1;bva
43852;Bavaria 1060 te Sneek;Netherlands;nl;2020-01-24;2020-01-30;;0;0;0;;0;1;bva
45267;Doe-het-zelf en tuinaccessoires;Netherlands;nl;2020-01-11;2020-01-19;;0;0;1;;0;1;bva
45829;Kleding, horloges en schoenen voor dames van o.a. Versace Jeans, O'Neill, Regatta en Tommy Hilfiger;Netherlands;nl;2020-02-25;2020-03-01;;0;0;1;;0;1;bva
43266;Alles voor de tuin;Netherlands;nl;2019-12-28;2020-01-05;;0;0;1;;0;1;bva
45602;BVA Top Lots - Retourgoederen van o.a. NVIDIA, Nokia, HP & Apple;Netherlands;nl;2020-02-05;2020-02-09;;0;0;1;;0;1;bva
45208;Leiden (wk05) Dropshipment Tuinmaterialen (Stock and Trade);Netherlands;nl;2020-01-09;2020-01-17;;0;0;0;;0;1;bva
46051;Aftersale - Kunst-, Antiek- en Inboedelveiling Notarishuis Arnhem;Netherlands;nl;2020-02-04;2020-02-10;;0;0;0;;0;1;art
43497;GEANNULEERD -       St. Willebrord, Kaaistraat 20;Netherlands;nl;2020-02-11;2020-02-11;;0;0;0;;0;1;nvv
44977;Dagaanbiedingen woensdagavond;Netherlands;nl;2020-01-07;2020-01-08;;0;0;1;;0;1;3rdpartydailyspecials
45265;Dagaanbiedingen zondagmiddag;Netherlands;nl;2020-01-25;2020-01-26;;0;0;1;;0;1;3rdpartydailyspecials
45597;Caravan en Recreatie te Amersfoort;Netherlands;nl;2020-02-10;2020-02-25;;0;0;0;;0;1;bva
45904;The daily vintage market (mon);Netherlands;nl;2020-02-10;2020-02-17;;0;0;1;;0;1;art
45454;(Automotive) Personen- en bedrijfsauto's te Geldrop (Hait Cars);Netherlands;nl;2020-01-15;2020-01-22;;0;0;0;;0;1;bva
45246;UITGESTELD -       Leiden, Ganzenzijde 2;Netherlands;nl;2020-01-29;2020-01-29;;0;1;0;;0;1;nvv
44208;GEANNULEERD -       Neeritter, Diamantstraat 41;Netherlands;nl;2020-01-28;2020-01-28;;0;1;0;;0;1;nvv
44898;Campers en caravans te Amersfoort;Netherlands;nl;2019-12-25;2020-01-08;;0;0;0;;0;1;bva
45977;Premium horloges van o.a. Calvin Klein, Seiko en Maurice Lacroix;Netherlands;nl;2020-02-10;2020-02-16;;0;0;1;;0;1;art
44682;Classic & Sports Cars te Brummen;Netherlands;nl;2020-01-09;2020-01-29;;0;0;0;;0;1;bva
45718;Alles voor de tuin en terras;Netherlands;nl;2020-02-22;2020-03-01;;0;0;1;;0;1;bva
44645;Alles voor tuin en terras;Netherlands;nl;2020-02-01;2020-02-09;;0;0;1;;0;1;bva
43386;Sanitair;Netherlands;nl;2020-01-20;2020-01-27;;0;0;1;;0;1;bva
44183;Winterkleding en schoenen van o.a. Sinner, Ugg & O'Neill;Netherlands;nl;2019-12-31;2020-01-04;;0;0;1;;0;1;bva
44643;Tuin en terras;Netherlands;nl;2020-01-18;2020-01-26;;0;0;1;;0;1;bva
44993;Motoren en Scooters te Leiden;Netherlands;nl;2020-01-16;2020-01-22;;0;0;0;;0;1;bva
45392;The daily vintage market (tue);Netherlands;nl;2020-01-28;2020-02-04;;0;0;1;;0;1;art
45706;K BU5 - Vroom;Netherlands;nl;2020-02-13;2020-02-20;;0;1;1;;0;1;art
43274;Alles voor onderweg/hobbyist;Netherlands;nl;2019-12-28;2020-01-05;;0;0;1;;0;1;bva
44873;Dagaanbiedingen vrijdagavond;Netherlands;nl;2020-01-02;2020-01-03;;0;0;1;;0;1;3rdpartydailyspecials
45268;Doe-het-zelf en tuinaccessoires;Netherlands;nl;2020-01-25;2020-02-02;;0;0;1;;0;1;bva
45610;Consumenten en DHZ artikelen te Helmond;Netherlands;nl;2020-02-11;2020-02-17;;0;0;0;;0;1;bva
45588;Retourgoederen met televisies en monitoren van o.a. Philips, Samsung en LG;Netherlands;nl;2020-02-06;2020-02-12;;0;0;1;;0;1;bva
46196;Gereedschap en klein materiaal van Boels verhuur;Netherlands;nl;2020-02-19;2020-02-28;;0;0;1;;0;1;bva
44877;Dagaanbiedingen donderdagmiddag;Netherlands;nl;2020-01-01;2020-01-02;;0;0;1;;0;1;3rdpartydailyspecials
44994;Motoren en scooters te Leiden;Netherlands;nl;2020-01-30;2020-02-05;;0;0;0;;0;1;bva
45229;Bedrijfswagens, aanhangers, horeca en gereedschap te Leidschendam;Netherlands;nl;2020-02-03;2020-02-17;;0;0;0;;0;1;bva
44313;BVA Top Lots - Retourgoederen van o.a. MSI, Asus, Whirlpool & Acer;Netherlands;nl;2019-12-28;2020-01-01;;0;0;1;;0;1;bva
43577;UITGESTELD -       Rijswijk, Volmerlaan  3 en 5;Netherlands;nl;2020-01-30;2020-01-30;;0;1;0;;0;1;bog
45445;Kinderdagverblijf meubilair van o.a. Stokke, Rolf en Schilte etc. te Boxmeer;Netherlands;nl;2020-01-14;2020-01-23;;0;0;0;;0;1;bva
45494;Bouw- en installatiematerialen te Uden;Netherlands;nl;2020-01-21;2020-01-28;;0;0;0;;0;1;bva
45089;Boxsprings, matrassen en bedden;Netherlands;nl;2020-01-09;2020-01-16;;0;0;1;;0;1;bva
45504;Faillissement Plons Water- En Hengelsport B.V. te Oldemarkt;Netherlands;nl;2020-02-03;2020-02-17;;0;0;0;;0;1;bva
45026;Premium horloges w.o. Seiko, Maurice Lacroix & Cartier;Netherlands;nl;2020-01-24;2020-01-30;;0;0;1;;0;1;art
45029;Zeegaande Loodstender te Hoek van Holland;Netherlands;nl;2020-01-27;2020-02-12;;0;0;0;;0;1;bva
45361;Posters - klassiek, modern, film, art & city;Netherlands;nl;2020-01-08;2020-01-16;;0;0;1;;0;1;art
45187;Dagaanbiedingen vrijdagmiddag;Netherlands;nl;2020-01-16;2020-01-17;;0;0;1;;0;1;3rdpartydailyspecials
45572;Faillissement Keverparts B.V. te Barendrecht;Netherlands;nl;2020-01-30;2020-02-13;;0;0;0;;0;1;bva
45731;Defensiegoederen (Domeinen Roerende Zaken) Amersfoort;Netherlands;nl;2020-02-03;2020-02-10;;0;0;0;;0;1;bva
44868;Horeca en inventaris te Etten-Leur;Netherlands;nl;2020-01-20;2020-02-11;;0;0;0;;0;1;bva
44984;(Bezorgveiling) Dagaanbiedingen vrijdagmiddag (wk02) (Daily Specials);Netherlands;nl;2020-01-09;2020-01-10;;0;0;1;;0;1;3rdpartydailyspecials
45072;Executieveiling design meubilair en kantoorinventaris met fitness studio te Uden;Netherlands;nl;2019-12-30;2020-01-08;;0;0;0;;0;1;bva
45760;Boxsprings, matrassen en bedden;Netherlands;nl;2020-02-20;2020-02-27;;0;0;1;;0;1;bva
45668;Dagaanbiedingen zondagmiddag;Netherlands;nl;2020-02-15;2020-02-16;;0;0;1;;0;1;3rdpartydailyspecials
45340;Alles voor de slaapkamer;Netherlands;nl;2020-01-25;2020-02-02;;0;0;1;;0;1;bva
45972;Kachels en toebehoren te Numansdorp;Netherlands;nl;2020-02-11;2020-02-19;;0;0;0;;0;1;bva
44753;Horeca apparatuur en inventaris te Diever;Netherlands;nl;2019-12-20;2020-01-07;;0;0;0;;0;1;bva
45707;BU5 - Vroom;Netherlands;nl;2020-02-17;2020-02-24;;0;1;1;;0;1;art
45446;Banden, velgen en garage inventaris te Pesse;Netherlands;nl;2020-02-03;2020-02-18;;0;0;0;;0;1;bva
45531;Elektrische fietsen van o.a. Stella, Batavus en Sparta te Amersfoort;Netherlands;nl;2020-02-22;2020-02-28;;0;0;0;;0;1;bva
45999;Richmond en Riverdale meubels en woonaccessoires te Boxmeer;Netherlands;nl;2020-02-13;2020-02-27;;0;0;0;;0;1;bva
45225;Nederlandse florijnen / gulden bankbiljetten;Netherlands;nl;2019-12-26;2020-01-05;;0;0;1;;0;1;bva
46126;Test faillissement Flash te Amersfoort (45980);Netherlands;nl;2020-02-10;2020-02-19;;0;1;0;;0;1;bva
45341;Alles voor de slaapkamer;Netherlands;nl;2020-02-08;2020-02-16;;0;0;1;;0;1;bva
45473;Dagaanbiedingen zaterdagavond;Netherlands;nl;2020-02-07;2020-02-08;;0;0;1;;0;1;3rdpartydailyspecials
45609;Bouwmarkt & DHZ-Artikelen te Helmond;Netherlands;nl;2020-01-29;2020-02-03;;0;0;0;;0;1;bva
44988;Dagaanbiedingen zondagavond;Netherlands;nl;2020-01-11;2020-01-12;;0;0;1;;0;1;3rdpartydailyspecials
44989;Keramische tegels, natuursteen en sanitair;Netherlands;nl;2020-01-07;2020-01-16;;0;0;1;;0;1;bva
45497;Kantoormeubilair te Uden;Netherlands;nl;2020-01-22;2020-01-29;;0;0;0;;0;1;bva
45840;Restaurant 024 eten & drinken te Beuningen;Netherlands;nl;2020-02-06;2020-02-12;;0;0;0;;0;1;bva
45679;Dealeroccasions te Veenendaal;Netherlands;nl;2020-02-06;2020-02-10;;0;0;0;;0;1;bva
45654;ATLAS TEST NUMMERO 1;Netherlands;nl;2020-02-25;2020-02-25;;0;1;1;;0;1;bva
45743;Exclusieve auto’s & Oldtimers te Boxmeer;Netherlands;nl;2020-02-03;2020-02-11;;0;0;0;;0;1;bva
44809;35m Mooring in Marina de Sotogrande te San Roque (Spain);Netherlands;nl;2020-01-24;2020-02-25;;0;0;0;;0;1;bva
44481;ONDERHANDS VERKOCHT -       Haarlem, Hendrik Figeeweg 13 A-C;Netherlands;nl;2020-02-13;2020-02-13;;0;1;0;;0;1;bog
46100;Delta Light designverlichting;Netherlands;nl;2020-02-19;2020-02-29;;0;0;1;;0;1;bva
45563;Moderne schilderijen en zeefdrukken te Amersfoort;Netherlands;nl;2020-02-17;2020-02-24;;0;0;0;;0;1;art
45552;Verzamelveiling (Domeinen Roerende Zaken) Amersfoort;Netherlands;nl;2020-01-27;2020-02-02;;0;0;0;;0;1;bva
45725;Faillissement Domeinnamen;Netherlands;nl;2020-01-27;2020-02-11;;0;0;1;;0;1;bva
45858;Dagaanbiedingen zondagmiddag;Netherlands;nl;2020-02-22;2020-02-23;;0;0;1;;0;1;3rdpartydailyspecials
44771;K BU5 - VCC;Netherlands;nl;2020-01-01;2020-01-08;;0;1;1;;0;1;art
45736;Witgoed en huishoudelijke benodigdheden te Etten-Leur;Netherlands;nl;2020-02-01;2020-02-12;;0;0;0;;0;1;bva
44886;Bestratingsmaterialen;Netherlands;nl;2020-01-18;2020-01-27;;0;0;1;;0;1;bva
45056;A-merk e-bikes en partijen van o.a. Sparta, Batavus & Union te Leiden;Netherlands;nl;2020-02-01;2020-02-07;;0;0;0;;0;1;bva
45657;Dagaanbiedingen maandagmiddag;Netherlands;nl;2020-02-09;2020-02-10;;0;0;1;;0;1;3rdpartydailyspecials
44577;Classic & sports cars te Uithoorn;Netherlands;nl;2019-12-12;2020-01-08;;0;0;0;;0;1;bva
45280;Luxury Jewels;Netherlands;nl;2020-01-25;2020-02-02;;0;0;1;;0;1;art
45186;Dagaanbiedingen donderdagmiddag;Netherlands;nl;2020-01-15;2020-01-16;;0;0;1;;0;1;3rdpartydailyspecials
45352;Alles voor dieren;Netherlands;nl;2020-02-15;2020-02-23;;0;0;1;;0;1;bva
