AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
43221,28-12-2019 05:00:00,05-01-2020 03:45:00,28-12-2019 05:00:00,28-12-2019 05:00:00,05-01-2020 03:45:00,05-01-2020 05:44:00,de Standard en Standard nl Standaard biedranges
43859,21-01-2020 05:00:00,28-01-2020 07:00:00,21-01-2020 05:00:00,06-02-2020 09:55:00,28-01-2020 07:30:00,06-02-2020 09:54:00,nl Schipveiling
44059,04-02-2020 11:30:00,04-02-2020 11:45:00,04-02-2020 11:30:00,04-02-2020 11:30:00,04-02-2020 11:45:00,04-02-2020 11:45:00,nl Per 1000 ophogen
44166,07-01-2020 05:00:00,12-01-2020 04:15:00,07-01-2020 05:00:00,07-01-2020 05:00:00,12-01-2020 04:15:00,12-01-2020 09:00:00,nl Biedrange 0-15 1 euro (Beuknoot)
44208,28-01-2020 03:00:00,28-01-2020 03:15:00,28-01-2020 03:00:00,28-01-2020 03:00:00,28-01-2020 03:15:00,28-01-2020 03:15:00,nl Per 1000 ophogen
44483,16-01-2020 11:00:00,16-01-2020 11:15:00,16-01-2020 11:00:00,16-01-2020 11:00:00,16-01-2020 11:15:00,16-01-2020 11:15:00,nl Per 1000 ophogen
44496,20-02-2020 11:00:00,20-02-2020 11:00:00,20-02-2020 11:00:00,20-02-2020 11:00:00,20-02-2020 11:00:00,20-02-2020 11:00:00,nl Vastgoed Standaard biedranges
44500,27-12-2019 05:00:00,01-01-2020 07:15:00,27-12-2019 05:00:00,27-12-2019 05:00:00,01-01-2020 07:15:00,01-01-2020 08:21:00,de Standard en Standard nl Standaard biedranges
44577,12-12-2019 05:00:00,08-01-2020 08:30:00,12-12-2019 05:00:00,12-12-2019 05:00:00,08-01-2020 08:30:00,08-01-2020 11:43:00,nl Classic car auctions
44646,08-02-2020 05:01:00,16-02-2020 06:15:00,08-02-2020 05:01:00,08-02-2020 05:01:00,16-02-2020 06:01:00,16-02-2020 08:43:00,de Standard en Standard nl Standaard biedranges
44657,11-02-2020 05:00:00,25-02-2020 07:00:00,11-02-2020 05:00:00,11-02-2020 05:00:00,25-02-2020 07:00:00,25-02-2020 07:00:00,nl Per 500 ophogen
44704,23-12-2019 05:00:00,02-01-2020 06:15:00,23-12-2019 05:00:00,23-12-2019 05:00:00,02-01-2020 06:20:00,02-01-2020 08:29:00,de Standard en Standard nl Standaard biedranges
44727,25-12-2019 05:00:00,06-01-2020 04:30:00,25-12-2019 05:00:00,25-12-2019 05:00:00,06-01-2020 04:30:00,06-01-2020 07:59:00,de Standard en Standard nl Standaard biedranges
44766,27-12-2019 12:00:00,03-01-2020 01:02:00,27-12-2019 12:00:00,27-12-2019 12:00:00,03-01-2020 01:02:00,03-01-2020 01:02:00,de Standard en Standard nl Standaard biedranges
44785,08-01-2020 05:00:00,13-01-2020 08:30:00,08-01-2020 05:00:00,08-01-2020 05:00:00,13-01-2020 08:30:00,13-01-2020 09:14:00,nl BVA-Automotive - 50/100
44797,09-02-2020 09:00:00,15-02-2020 07:30:00,09-02-2020 09:00:00,09-02-2020 09:00:00,15-02-2020 07:30:00,16-02-2020 01:01:00,de Standard en Standard nl Standaard biedranges
44822,23-12-2019 05:00:00,02-01-2020 06:45:00,23-12-2019 05:00:00,23-12-2019 05:00:00,02-01-2020 06:49:00,02-01-2020 08:31:00,de Standard en Standard nl Standaard biedranges
44851,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Inschrijving
44898,25-12-2019 05:00:00,08-01-2020 07:15:00,25-12-2019 05:00:00,25-12-2019 05:00:00,08-01-2020 07:15:00,08-01-2020 08:13:00,de Standard en Standard nl Standaard biedranges
44918,07-02-2020 09:00:00,16-02-2020 07:00:00,07-02-2020 09:00:00,07-02-2020 09:00:00,16-02-2020 07:00:00,17-02-2020 01:42:00,de Standard en Standard nl Standaard biedranges
44976,06-01-2020 11:00:00,07-01-2020 09:01:00,06-01-2020 11:00:00,06-01-2020 11:00:00,07-01-2020 09:02:00,07-01-2020 11:58:00,nl 1 Euro stappen
44986,10-01-2020 11:00:00,11-01-2020 06:00:00,10-01-2020 11:00:00,10-01-2020 11:00:00,11-01-2020 06:00:00,12-01-2020 12:13:00,nl 1 Euro stappen
44989,07-01-2020 05:00:00,16-01-2020 07:15:00,07-01-2020 05:00:00,07-01-2020 05:00:00,16-01-2020 07:01:00,17-01-2020 12:09:00,de Standard en Standard nl Standaard biedranges
44994,30-01-2020 05:00:00,05-02-2020 06:30:00,30-01-2020 05:00:00,30-01-2020 05:00:00,05-02-2020 06:30:00,05-02-2020 07:58:00,de Standard en Standard nl Standaard biedranges
45012,12-02-2020 05:00:00,16-02-2020 04:00:00,12-02-2020 05:00:00,12-02-2020 05:00:00,16-02-2020 04:00:00,16-02-2020 09:11:00,de Standard en Standard nl Standaard biedranges
45026,24-01-2020 12:00:00,30-01-2020 01:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,30-01-2020 01:00:00,30-01-2020 03:18:00,de Standard en Standard nl Standaard biedranges
45031,24-12-2019 12:00:00,09-01-2020 04:00:00,24-12-2019 12:00:00,24-12-2019 12:00:00,09-01-2020 04:10:00,09-01-2020 04:10:00,de Standard en Standard nl Standaard biedranges
45034,31-12-2019 05:00:00,07-01-2020 08:15:00,31-12-2019 05:00:00,31-12-2019 05:00:00,07-01-2020 08:15:00,07-01-2020 11:30:00,de Standard en Standard nl Standaard biedranges
45048,21-01-2020 05:00:00,29-01-2020 06:15:00,21-01-2020 05:00:00,21-01-2020 05:00:00,29-01-2020 06:15:00,30-01-2020 12:22:00,de Standard en Standard nl Standaard biedranges
45096,31-12-2019 05:00:00,05-01-2020 08:15:00,31-12-2019 05:00:00,31-12-2019 05:00:00,05-01-2020 08:04:00,05-01-2020 11:29:00,de Standard en Standard nl Standaard biedranges
45101,08-01-2020 05:00:00,27-01-2020 06:00:00,08-01-2019 05:00:00,08-01-2019 05:00:00,27-01-2020 06:00:00,27-01-2020 07:19:00,de Standard en Standard nl Standaard biedranges
45113,08-01-2020 05:00:00,12-01-2020 08:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,12-01-2020 08:00:00,12-01-2020 09:17:00,nl Top Lots
45144,24-01-2020 05:00:00,10-02-2020 06:30:00,24-01-2020 05:00:00,10-02-2020 07:42:00,10-02-2020 06:01:00,10-02-2020 08:17:00,de Standard en Standard nl Standaard biedranges
45186,15-01-2020 02:00:00,16-01-2020 11:00:00,15-01-2020 02:00:00,15-01-2020 02:00:00,16-01-2020 11:00:00,16-01-2020 05:22:00,nl 1 Euro stappen
45194,17-02-2020 05:00:00,24-02-2020 06:00:00,17-02-2020 05:00:00,17-02-2020 05:00:00,24-02-2020 06:01:00,24-02-2020 10:12:00,de Standard en Standard nl Standaard biedranges
45229,03-02-2020 05:00:00,17-02-2020 07:30:00,03-02-2020 05:00:00,03-02-2020 05:00:00,17-02-2020 07:30:00,17-02-2020 10:13:00,de Standard en Standard nl Standaard biedranges
45256,22-01-2020 11:00:00,23-01-2020 09:00:00,22-01-2020 11:00:00,22-01-2020 11:00:00,23-01-2020 09:01:00,24-01-2020 12:05:00,nl 1 Euro stappen
45262,23-01-2020 02:00:00,24-01-2020 11:00:00,23-01-2020 02:00:00,23-01-2020 02:00:00,24-01-2020 11:02:00,24-01-2020 05:14:00,nl 1 Euro stappen
45263,24-01-2020 06:00:00,25-01-2020 10:00:00,24-01-2020 06:00:00,24-01-2020 06:00:00,25-01-2020 10:00:00,25-01-2020 06:15:00,nl 1 Euro stappen
45265,25-01-2020 06:00:00,26-01-2020 10:00:00,25-01-2020 06:00:00,25-01-2020 06:00:00,26-01-2020 10:00:00,26-01-2020 06:19:00,nl 1 Euro stappen
45267,11-01-2020 05:00:00,19-01-2020 07:45:00,11-01-2020 05:00:00,11-01-2020 05:00:00,19-01-2020 07:45:00,19-01-2020 11:04:00,de Standard en Standard nl Standaard biedranges
45268,25-01-2020 05:00:00,02-02-2020 07:30:00,25-01-2020 05:00:00,25-01-2020 05:00:00,02-02-2020 07:30:00,02-02-2020 10:43:00,de Standard en Standard nl Standaard biedranges
45280,25-01-2020 12:00:00,02-02-2020 07:30:00,25-01-2020 12:00:00,25-01-2020 12:00:00,02-02-2020 07:32:00,02-02-2020 09:32:00,de Standard en Standard nl Standaard biedranges
45290,03-01-2020 12:00:00,09-01-2020 05:00:00,03-01-2020 12:00:00,03-01-2020 12:00:00,09-01-2020 05:00:00,09-01-2020 05:00:00,de Standard en Standard nl Standaard biedranges
45296,08-01-2020 05:00:00,15-01-2020 06:15:00,08-01-2020 05:00:00,08-01-2020 05:00:00,15-01-2020 06:15:00,16-01-2020 12:32:00,nl Biedrange 0-15 1 euro (Beuknoot)
45297,21-01-2020 05:00:00,27-01-2020 07:01:00,21-01-2020 05:00:00,21-01-2020 05:00:00,27-01-2020 07:15:00,28-01-2020 12:50:00,nl Biedrange 0-15 1 euro (Beuknoot)
45298,10-01-2020 05:00:00,22-01-2020 07:15:00,10-01-2020 05:00:00,10-01-2020 05:00:00,22-01-2020 07:15:00,22-01-2020 08:07:00,de Standard en Standard nl Standaard biedranges
45299,08-01-2020 05:00:00,22-01-2020 06:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,22-01-2020 06:00:00,22-01-2020 08:01:00,de Standard en Standard nl Standaard biedranges
45323,29-01-2020 05:01:00,05-02-2020 04:30:00,29-01-2020 05:01:00,29-01-2020 05:01:00,05-02-2020 04:04:00,05-02-2020 08:16:00,de Standard en Standard nl Standaard biedranges
45357,17-02-2020 05:00:00,25-02-2020 04:00:00,17-02-2020 05:00:00,21-02-2020 05:00:00,25-02-2020 04:00:00,25-02-2020 04:34:00,de Standard en Standard nl Standaard biedranges
45383,21-01-2020 12:00:00,28-01-2020 08:00:00,21-01-2020 12:00:00,21-01-2020 12:00:00,28-01-2020 08:29:00,28-01-2020 09:00:00,de Standard en Standard nl Standaard biedranges
45402,21-01-2020 05:00:00,28-01-2020 08:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,28-01-2020 08:00:00,28-01-2020 09:46:00,nl Bva-Automotive
45415,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:30:00,nl Per 1000 ophogen
45431,13-01-2020 05:00:00,28-01-2020 06:00:00,13-01-2020 05:00:00,13-01-2020 05:00:00,28-01-2020 06:05:00,28-01-2020 06:34:00,de Standard en Standard nl Standaard biedranges
45442,10-01-2020 05:00:00,15-01-2020 03:00:00,10-01-2020 05:00:00,10-01-2020 05:00:00,15-01-2020 03:00:00,15-01-2020 04:32:00,de Standard en Standard nl Standaard biedranges
45452,05-02-2020 05:01:00,18-02-2020 07:00:00,05-02-2020 05:01:00,05-02-2020 05:01:00,18-02-2020 07:01:00,18-02-2020 08:22:00,de Standard en Standard nl Standaard biedranges
45495,21-01-2020 05:00:00,28-01-2020 07:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,28-01-2020 07:00:00,29-01-2020 12:11:00,de Standard en Standard nl Standaard biedranges
45496,21-01-2020 05:00:00,29-01-2020 06:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,29-01-2020 06:00:00,30-01-2020 01:27:00,de Standard en Standard nl Standaard biedranges
45507,16-01-2020 05:00:00,27-01-2020 07:00:00,16-01-2020 05:00:00,16-01-2020 05:00:00,27-01-2020 07:00:00,27-01-2020 07:00:00,de Standard en Standard nl Standaard biedranges
45532,31-01-2020 05:00:00,12-02-2020 06:30:00,31-01-2020 05:00:00,12-02-2020 07:44:00,12-02-2020 06:30:00,12-02-2020 09:18:00,de Standard en Standard nl Standaard biedranges
45541,07-02-2020 05:00:00,23-02-2020 07:00:00,07-02-2020 05:00:00,07-02-2020 05:00:00,23-02-2020 07:00:00,23-02-2020 09:21:00,de Standard en Standard nl Standaard biedranges
45570,25-01-2020 05:00:00,06-02-2020 07:15:00,25-01-2020 05:00:00,25-01-2020 05:00:00,06-02-2020 07:15:00,06-02-2020 08:53:00,de Standard en Standard nl Standaard biedranges
45578,25-01-2020 05:01:00,01-02-2020 05:01:00,25-01-2020 05:01:00,25-01-2020 05:01:00,01-02-2020 05:00:00,01-02-2020 09:01:00,de Standard en Standard nl Standaard biedranges
45591,31-01-2020 05:01:00,06-02-2020 06:32:00,31-01-2020 05:01:00,31-01-2020 05:01:00,06-02-2020 06:32:00,06-02-2020 09:37:00,de Standard en Standard nl Standaard biedranges
45593,27-01-2020 05:00:00,06-02-2020 07:00:00,27-01-2020 05:00:00,27-01-2020 05:00:00,06-02-2020 07:00:00,06-02-2020 09:24:00,de Standard en Standard nl Standaard biedranges
45656,23-01-2020 09:00:00,27-01-2020 08:30:00,23-01-2020 09:00:00,23-01-2020 09:00:00,27-01-2020 08:30:00,27-01-2020 09:19:00,nl BVA-Automotive - 50/100
45667,14-02-2020 11:00:00,15-02-2020 06:00:00,14-02-2020 11:00:00,14-02-2020 11:00:00,15-02-2020 06:00:00,16-02-2020 12:10:00,nl 1 Euro stappen
45670,12-02-2020 11:00:00,13-02-2020 09:01:00,12-02-2020 11:00:00,12-02-2020 11:00:00,13-02-2020 09:01:00,13-02-2020 11:59:00,nl 1 Euro stappen
45673,18-02-2020 05:01:00,25-02-2020 04:15:00,18-02-2020 05:01:00,18-02-2020 05:01:00,25-02-2020 04:01:00,26-02-2020 01:43:00,de Standard en Standard nl Standaard biedranges
45729,31-01-2020 05:00:00,11-02-2020 05:01:00,31-01-2020 05:00:00,31-01-2020 05:00:00,11-02-2020 05:01:00,11-02-2020 06:42:00,de Standard en Standard nl Standaard biedranges
45735,07-02-2020 05:01:00,18-02-2020 06:45:00,07-02-2020 05:01:00,07-02-2020 05:01:00,18-02-2020 06:45:00,18-02-2020 07:59:00,de Standard en Standard nl Standaard biedranges
45785,06-02-2020 12:00:00,13-02-2020 07:30:00,06-02-2020 12:00:00,06-02-2020 12:00:00,13-02-2020 07:30:00,13-02-2020 09:46:00,de Standard en Standard nl Standaard biedranges
45825,10-02-2020 05:00:00,21-02-2020 06:00:00,10-02-2020 05:00:00,10-02-2020 05:00:00,21-02-2020 06:00:00,21-02-2020 07:23:00,de Standard en Standard nl Standaard biedranges
45877,12-02-2020 12:00:00,19-02-2020 11:30:00,12-02-2020 12:00:00,12-02-2020 12:00:00,19-02-2020 11:30:00,19-02-2020 12:33:00,de Standard en Standard nl Standaard biedranges
45901,07-02-2020 12:00:00,14-02-2020 08:00:00,07-02-2020 12:00:00,07-02-2020 12:00:00,14-02-2020 08:00:00,14-02-2020 09:03:00,de Standard en Standard nl Standaard biedranges
45904,10-02-2020 12:00:00,17-02-2020 02:00:00,10-02-2020 12:00:00,10-02-2020 12:00:00,17-02-2020 02:00:00,17-02-2020 02:30:00,de Standard en Standard nl Standaard biedranges
45909,14-02-2020 12:00:00,21-02-2020 07:30:00,14-02-2020 12:00:00,14-02-2020 12:00:00,21-02-2020 07:30:00,21-02-2020 09:48:00,de Standard en Standard nl Standaard biedranges
45951,10-02-2020 05:00:00,19-02-2020 04:00:00,10-02-2020 05:00:00,10-02-2020 05:00:00,19-02-2020 04:00:00,19-02-2020 04:59:00,de Standard en Standard nl Standaard biedranges
45956,23-02-2020 12:00:00,01-03-2020 07:00:00,23-02-2020 12:00:00,23-02-2020 12:00:00,01-03-2020 07:08:00,01-03-2020 09:08:00,de Standard en Standard nl Standaard biedranges
46026,10-02-2020 05:00:00,17-02-2020 01:00:00,10-02-2020 05:00:00,10-02-2020 05:00:00,17-02-2020 01:00:00,17-02-2020 02:12:00,de Standard en Standard nl Standaard biedranges
46133,13-02-2020 05:01:00,25-02-2020 04:00:00,13-02-2020 05:01:00,13-02-2020 05:01:00,25-02-2020 04:20:00,25-02-2020 04:20:00,de Standard en Standard nl Standaard biedranges
46346,19-02-2020 05:01:00,26-02-2020 07:30:00,19-02-2020 05:01:00,19-02-2020 05:01:00,26-02-2020 07:30:00,26-02-2020 08:41:00,nl Bva-Automotive
42504,20-12-2019 05:00:00,09-01-2020 06:15:00,20-12-2019 05:00:00,20-12-2019 05:00:00,09-01-2020 06:01:00,09-01-2020 07:47:00,de Standard en Standard nl Standaard biedranges
43575,24-01-2020 01:30:00,24-01-2020 03:45:00,24-01-2020 01:30:00,24-01-2020 01:30:00,24-01-2020 01:59:00,24-01-2020 01:59:00,nl Per 1000 ophogen
43577,30-01-2020 02:00:00,30-01-2020 02:15:00,30-01-2020 02:00:00,30-01-2020 02:00:00,30-01-2020 02:15:00,30-01-2020 02:15:00,nl Vastgoed Standaard biedranges
43858,09-01-2020 05:00:00,16-01-2020 07:01:00,09-01-2020 05:00:00,09-01-2020 05:00:00,16-01-2020 07:25:00,16-01-2020 07:25:00,nl Schipveiling
43949,11-02-2020 02:00:00,11-02-2020 04:15:00,11-02-2020 02:00:00,11-02-2020 02:00:00,11-02-2020 03:35:00,11-02-2020 03:35:00,nl Per 1000 ophogen
44046,30-01-2020 11:00:00,30-01-2020 11:15:00,30-01-2020 11:00:00,30-01-2020 11:00:00,30-01-2020 11:15:00,30-01-2020 11:15:00,nl Vastgoed Standaard biedranges
44153,07-01-2020 05:00:00,12-01-2020 04:30:00,07-01-2020 05:00:00,07-01-2020 05:00:00,12-01-2020 04:01:00,13-01-2020 12:47:00,nl Biedrange 0-15 1 euro (Beuknoot)
44434,24-01-2020 02:30:00,24-01-2020 02:45:00,24-01-2020 02:30:00,24-01-2020 02:30:00,24-01-2020 02:45:00,24-01-2020 02:45:00,nl Per 1000 ophogen
44515,13-02-2020 01:30:00,13-02-2020 01:45:00,13-02-2020 01:30:00,13-02-2020 01:30:00,13-02-2020 01:45:00,13-02-2020 01:45:00,nl Vastgoed Standaard biedranges
44562,08-01-2020 05:00:00,16-01-2020 04:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,16-01-2020 04:00:00,16-01-2020 07:35:00,de Standard en Standard nl Standaard biedranges
44576,12-12-2019 05:00:00,07-01-2020 08:30:00,12-12-2019 05:00:00,12-12-2019 05:00:00,07-01-2020 08:30:00,07-01-2020 10:42:00,nl Classic car auctions
44581,17-01-2020 05:00:00,27-01-2020 03:30:00,17-01-2020 05:00:00,27-01-2020 04:17:00,27-01-2020 03:30:00,27-01-2020 06:46:00,de Standard en Standard nl Standaard biedranges
44641,04-01-2020 05:01:00,12-01-2020 06:15:00,04-01-2020 05:01:00,04-01-2020 05:01:00,12-01-2020 06:01:00,12-01-2020 08:27:00,de Standard en Standard nl Standaard biedranges
44648,20-01-2020 05:00:00,28-01-2020 07:45:00,20-01-2020 05:00:00,20-01-2020 05:00:00,28-01-2020 07:45:00,28-01-2020 08:33:00,de Standard en Standard nl Standaard biedranges
44686,06-02-2020 10:30:00,06-02-2020 10:45:00,06-02-2020 10:30:00,06-02-2020 10:30:00,06-02-2020 10:45:00,06-02-2020 10:45:00,nl Per 5000 ophogen
44853,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44941,03-01-2020 05:00:00,14-01-2020 07:15:00,03-01-2020 05:00:00,03-01-2020 05:00:00,14-01-2020 07:15:00,14-01-2020 07:56:00,de Standard en Standard nl Standaard biedranges
44945,31-01-2020 05:00:00,11-02-2020 06:45:00,31-01-2020 05:00:00,31-01-2020 05:00:00,11-02-2020 07:00:00,11-02-2020 08:40:00,de Standard en Standard nl Standaard biedranges
45076,30-12-2019 05:00:00,09-01-2020 07:15:00,30-12-2019 05:00:00,30-12-2019 05:00:00,09-01-2020 07:01:00,09-01-2020 09:07:00,de Standard en Standard nl Standaard biedranges
45088,25-12-2019 05:00:00,02-01-2020 07:45:00,25-12-2019 05:00:00,25-12-2019 05:00:00,02-01-2020 07:45:00,02-01-2020 09:32:00,de Standard en Standard nl Standaard biedranges
45133,16-01-2020 12:00:00,23-01-2020 12:00:00,16-01-2020 12:00:00,16-01-2020 12:00:00,23-01-2020 12:01:00,23-01-2020 03:11:00,de Standard en Standard nl Standaard biedranges
45168,16-01-2020 12:00:00,23-01-2020 02:00:00,16-01-2020 12:00:00,16-01-2020 12:00:00,23-01-2020 02:00:00,23-01-2020 04:16:00,de Standard en Standard nl Standaard biedranges
45187,16-01-2020 02:00:00,17-01-2020 11:00:00,16-01-2020 02:00:00,16-01-2020 02:00:00,17-01-2020 11:00:00,17-01-2020 05:13:00,nl 1 Euro stappen
45214,13-01-2020 05:00:00,23-01-2020 07:30:00,13-01-2020 05:00:00,13-01-2020 05:00:00,23-01-2020 07:01:00,23-01-2020 10:17:00,de Standard en Standard nl Standaard biedranges
45272,14-01-2020 05:00:00,21-01-2020 07:15:00,14-01-2020 05:00:00,14-01-2020 05:00:00,21-01-2020 07:15:00,21-01-2020 08:22:00,de Standard en Standard nl Standaard biedranges
45301,07-01-2020 05:00:00,14-01-2020 05:45:00,07-01-2020 05:00:00,07-01-2020 05:00:00,14-01-2020 05:45:00,14-01-2020 08:22:00,de Standard en Standard nl Standaard biedranges
45305,28-01-2020 11:00:00,29-01-2020 06:30:00,28-01-2020 11:00:00,28-01-2020 11:00:00,29-01-2020 06:30:00,29-01-2020 10:09:00,nl 1 Euro stappen
45368,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:30:00,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:45:00,nl Per 1000 ophogen
45404,25-01-2020 05:00:00,02-02-2020 06:15:00,25-01-2020 05:00:00,25-01-2020 05:00:00,02-02-2020 06:04:00,02-02-2020 08:12:00,de Standard en Standard nl Standaard biedranges
45434,22-01-2020 05:00:00,31-01-2020 04:00:00,22-01-2020 05:00:00,22-01-2020 05:00:00,31-01-2020 04:04:00,31-01-2020 05:32:00,de Standard en Standard nl Standaard biedranges
45446,03-02-2020 05:00:00,18-02-2020 06:00:00,03-02-2020 05:00:00,03-02-2020 05:00:00,18-02-2020 06:00:00,18-02-2020 08:30:00,de Standard en Standard nl Standaard biedranges
45447,23-01-2020 05:00:00,04-02-2020 07:01:00,23-01-2020 05:00:00,23-01-2020 05:00:00,04-02-2020 07:00:00,04-02-2020 09:38:00,de Standard en Standard nl Standaard biedranges
45455,27-01-2020 05:00:00,10-02-2020 04:00:00,27-01-2020 05:00:00,27-01-2020 05:00:00,10-02-2020 04:00:00,10-02-2020 06:50:00,de Standard en Standard nl Standaard biedranges
45461,14-01-2020 12:00:00,21-01-2020 04:00:00,14-01-2020 12:00:00,14-01-2020 12:00:00,21-01-2020 04:35:00,21-01-2020 04:35:00,de Standard en Standard nl Standaard biedranges
45466,06-02-2020 11:00:00,07-02-2020 09:01:00,06-02-2020 11:00:00,06-02-2020 11:00:00,07-02-2020 09:00:00,08-02-2020 12:15:00,nl 1 Euro stappen
45470,05-02-2020 02:00:00,06-02-2020 11:00:00,05-02-2020 02:00:00,05-02-2020 02:00:00,06-02-2020 11:00:00,06-02-2020 05:11:00,nl 1 Euro stappen
45497,22-01-2020 05:00:00,29-01-2020 06:45:00,22-01-2020 05:00:00,22-01-2020 05:00:00,29-01-2020 06:45:00,29-01-2020 11:34:00,de Standard en Standard nl Standaard biedranges
45513,23-01-2020 05:00:00,03-02-2020 08:00:00,23-01-2020 05:00:00,23-01-2020 05:00:00,03-02-2020 08:06:00,03-02-2020 08:35:00,nl Bva-Automotive
45522,21-02-2020 12:00:00,27-02-2020 07:00:00,21-02-2020 12:00:00,21-02-2020 12:00:00,27-02-2020 07:01:00,27-02-2020 08:58:00,de Standard en Standard nl Standaard biedranges
45562,11-02-2020 12:00:00,18-02-2020 07:00:00,11-02-2020 12:00:00,11-02-2020 12:00:00,18-02-2020 07:01:00,18-02-2020 07:58:00,de Standard en Standard nl Standaard biedranges
45563,17-02-2020 12:00:00,24-02-2020 08:15:00,17-02-2020 12:00:00,17-02-2020 12:00:00,24-02-2020 08:17:00,24-02-2020 10:24:00,de Standard en Standard nl Standaard biedranges
45608,24-01-2020 05:00:00,04-02-2020 06:15:00,24-01-2020 05:00:00,24-01-2020 05:00:00,04-02-2020 06:15:00,04-02-2020 07:42:00,de Standard en Standard nl Standaard biedranges
45616,18-02-2020 12:00:00,25-02-2020 08:00:00,18-02-2020 12:00:00,18-02-2020 12:00:00,25-02-2020 08:06:00,25-02-2020 10:59:00,de Standard en Standard nl Standaard biedranges
45618,08-02-2020 05:01:00,18-02-2020 07:15:00,08-02-2020 05:01:00,08-02-2020 05:01:00,18-02-2020 07:01:00,19-02-2020 01:29:00,de Standard en Standard nl Standaard biedranges
45655,27-01-2020 05:00:00,03-02-2020 06:00:00,27-01-2020 05:00:00,27-01-2020 05:00:00,03-02-2020 06:00:00,03-02-2020 07:06:00,de Standard en Standard nl Standaard biedranges
45658,10-02-2020 11:00:00,11-02-2020 09:01:00,10-02-2020 11:00:00,10-02-2020 11:00:00,11-02-2020 09:01:00,12-02-2020 12:31:00,nl 1 Euro stappen
45671,04-02-2020 05:01:00,11-02-2020 04:00:00,04-02-2020 05:01:00,04-02-2020 05:01:00,11-02-2020 04:00:00,11-02-2020 10:12:00,de Standard en Standard nl Standaard biedranges
45681,08-02-2020 05:00:00,20-02-2020 07:15:00,08-02-2020 05:00:00,08-02-2020 05:00:00,20-02-2020 07:00:00,20-02-2020 08:45:00,de Standard en Standard nl Standaard biedranges
45718,22-02-2020 05:01:00,01-03-2020 06:45:00,22-02-2020 05:01:00,22-02-2020 05:01:00,01-03-2020 06:01:00,01-03-2020 10:38:00,de Standard en Standard nl Standaard biedranges
45742,03-02-2020 05:01:00,11-02-2020 07:30:00,03-02-2020 05:01:00,03-02-2020 05:01:00,11-02-2020 07:31:00,11-02-2020 08:05:00,nl Bva-Automotive
45747,21-02-2020 05:00:00,01-03-2020 08:00:00,21-02-2020 05:00:00,21-02-2020 05:00:00,01-03-2020 08:23:00,01-03-2020 09:35:00,de Standard en Standard nl Standaard biedranges
45763,08-02-2020 09:00:00,16-02-2020 08:15:00,08-02-2020 09:00:00,08-02-2020 09:00:00,16-02-2020 08:15:00,16-02-2020 09:59:00,de Standard en Standard nl Standaard biedranges
45767,13-02-2020 09:00:00,20-02-2020 08:00:00,13-02-2020 09:00:00,13-02-2020 09:00:00,20-02-2020 08:05:00,20-02-2020 09:59:00,de Standard en Standard nl Standaard biedranges
45829,25-02-2020 05:01:00,01-03-2020 04:15:00,25-02-2020 05:01:00,25-02-2020 05:01:00,01-03-2020 04:15:00,01-03-2020 07:36:00,nl Biedrange 0-15 1 euro (Beuknoot)
46002,25-02-2020 11:00:00,26-02-2020 09:01:00,25-02-2020 11:00:00,25-02-2020 11:00:00,26-02-2020 09:01:00,26-02-2020 11:51:00,nl 1 Euro stappen
46005,23-02-2020 02:00:00,24-02-2020 11:00:00,23-02-2020 02:00:00,23-02-2020 02:00:00,24-02-2020 11:00:00,24-02-2020 05:04:00,nl 1 Euro stappen
46006,24-02-2020 02:00:00,25-02-2020 11:00:00,24-02-2020 02:00:00,24-02-2020 02:00:00,25-02-2020 11:00:00,25-02-2020 05:13:00,nl 1 Euro stappen
46157,15-02-2020 09:00:00,27-02-2020 06:00:00,15-02-2020 09:00:00,15-02-2020 09:00:00,27-02-2020 06:01:00,27-02-2020 08:31:00,de Standard en Standard nl Standaard biedranges
47685,01-01-2020 01:01:00,02-01-2020 01:01:00,01-01-2020 01:01:00,01-01-2020 01:01:00,02-01-2020 01:01:00,02-01-2020 01:01:00,de Standard en Standard nl Standaard biedranges
